Fecha;Producto;unidades;Impuesto Componente Base;Impuesto Componente Variable;Credito fiscal Componente Variable;Impuesto Específico Resultante
06-11-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,6568;;2,0568
06-11-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,998;;2,9280
13-11-2014;Gasolina Automotriz;UTM/m3;6;1,6095;;7,6095
13-11-2014;Petróleo Diesel;UTM/m3;1,5;0,4328;;1,9328
13-11-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,5212;;1,9212
13-11-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,792;;2,7220
20-11-2014;Gasolina Automotriz;UTM/m3;6;0,4327;;6,4327
20-11-2014;Petróleo Diesel;UTM/m3;1,5;0,3301;;1,8301
20-11-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,3705;;1,7705
20-11-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,563;;2,4930
27-11-2014;Gasolina Automotriz;UTM/m3;6;0,6329;;6,6329
27-11-2014;Petróleo Diesel;UTM/m3;1,5;0,4432;;1,9432
27-11-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,4915;;1,8915
27-11-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,7468;;2,6768
04-12-2014;Gasolina Automotriz;UTM/m3;6;0,6602;;6,6602
04-12-2014;Petróleo Diesel;UTM/m3;1,5;0,4355;;1,9355
04-12-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,3852;;1,7852
04-12-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,5853;;2,5153
11-12-2014;Gasolina Automotriz 93 (*);UTM/m3;6;0,6898;;6,6898
11-12-2014;Gasolina Automotriz 97 (*);UTM/m3;6;0,711;;6,7110
11-12-2014;Petróleo Diesel;UTM/m3;1,5;0,6101;;2,1101
11-12-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,5372;;1,9372
11-12-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,8163;;2,7463
18-12-2014;Gasolina Automotriz 93 (*);UTM/m3;6;0,7962;;6,7962
18-12-2014;Gasolina Automotriz 97 (*);UTM/m3;6;0,7737;;6,7737
18-12-2014;Petróleo Diesel;UTM/m3;1,5;0,8429;;2,3429
18-12-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1513;;1,2487
18-12-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,2299;;1,7001
25-12-2014;Gasolina Automotriz 93 (*);UTM/m3;6;0,8219;;6,8219
25-12-2014;Gasolina Automotriz 97 (*);UTM/m3;6;0,8277;;6,8277
25-12-2014;Petróleo Diesel;UTM/m3;1,5;0,8446;;2,3446
25-12-2014;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,3278;;1,0722
25-12-2014;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,4981;;1,4319
01-01-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,7614;;6,7614
01-01-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,7522;;6,7522
01-01-2015;Petróleo Diesel;UTM/m3;1,5;0,8857;;2,3857
01-01-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,5402;;0,8598
01-01-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,8208;;1,1092
08-01-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,6595;;6,6595
08-01-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,6179;;6,6179
08-01-2015;Petróleo Diesel;UTM/m3;1,5;0,7229;;2,2229
08-01-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,6527;;0,7473
08-01-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,9918;;0,9382
15-01-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,4361;;6,4361
15-01-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,3704;;6,3704
15-01-2015;Petróleo Diesel;UTM/m3;1,5;0,3808;;1,8808
15-01-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,8374;;0,5626
15-01-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,2724;;0,6576
22-01-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,2794;;6,2794
22-01-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,2944;;6,2944
22-01-2015;Petróleo Diesel;UTM/m3;1,5;0,2929;;1,7929
22-01-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,0371;;0,3629
22-01-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,5759;;0,3541
29-01-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
29-01-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,2175;;6,2175
29-01-2015;Petróleo Diesel;UTM/m3;1,5;0,0926;;1,5926
29-01-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,1845;;0,2155
29-01-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,7998;;0,1302
05-02-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,0364;;5,9636
05-02-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,0791;;6,0791
05-02-2015;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
05-02-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,2289;;0,1711
05-02-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,8673;;0,0627
12-02-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,374;;5,6260
12-02-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,2893;;5,7107
12-02-2015;Petróleo Diesel;UTM/m3;1,5;-0,2672;;1,2328
12-02-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,1728;;0,2272
12-02-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,7821;;0,1479
19-02-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,6532;;5,3468
19-02-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,5397;;5,4603
19-02-2015;Petróleo Diesel;UTM/m3;1,5;-0,6826;;0,8174
19-02-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,2591;;0,1409
19-02-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,9132;;0,0168
26-02-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,5937;;5,4063
26-02-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,434;;5,5660
26-02-2015;Petróleo Diesel;UTM/m3;1,5;-0,7265;;0,7735
26-02-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,0709;;0,3291
26-02-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,6272;;0,3028
05-03-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,9135;;5,0865
05-03-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,8029;;5,1971
05-03-2015;Petróleo Diesel;UTM/m3;1,5;-0,8125;;0,6875
05-03-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,7916;;0,6084
05-03-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,2028;;0,7272
12-03-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-1,1092;;4,8908
12-03-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-1,0345;;4,9655
12-03-2015;Petróleo Diesel;UTM/m3;1,5;-0,7337;;0,7663
12-03-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,7046;;0,6954
12-03-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,0706;;0,8594
19-03-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-1,0597;;4,9403
19-03-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-1,0216;;4,9784
19-03-2015;Petróleo Diesel;UTM/m3;1,5;-0,5645;;0,9355
19-03-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,6307;;0,7693
19-03-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,9583;;0,9717
26-03-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,7882;;5,2118
26-03-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,6876;;5,3124
26-03-2015;Petróleo Diesel;UTM/m3;1,5;-0,0376;;1,4624
26-03-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1661;;1,2339
26-03-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,2524;;1,6776
02-04-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,2557;;5,7443
02-04-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,1394;;5,8606
02-04-2015;Petróleo Diesel;UTM/m3;1,5;0,1918;;1,6918
02-04-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1833;;1,2167
02-04-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,2785;;1,6515
09-04-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,141;;5,8590
09-04-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,1287;;5,8713
09-04-2015;Petróleo Diesel;UTM/m3;1,5;0,1031;;1,6031
09-04-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,2603;;1,1397
09-04-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,3955;;1,5345
16-04-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,0103;;5,9897
16-04-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,006;;6,0060
16-04-2015;Petróleo Diesel;UTM/m3;1,5;0,1395;;1,6395
16-04-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1902;;1,2098
16-04-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,289;;1,6410
23-04-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,1859;;5,8141
23-04-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,0015;;5,9985
23-04-2015;Petróleo Diesel;UTM/m3;1,5;-0,0465;;1,4535
23-04-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1167;;1,2833
23-04-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,1773;;1,7527
30-04-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,4463;;5,5537
30-04-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,3952;;5,6048
30-04-2015;Petróleo Diesel;UTM/m3;1,5;-0,2694;;1,2306
30-04-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0404;;1,3596
30-04-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,0614;;1,8686
07-05-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,7029;;5,2971
07-05-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,7793;;5,2207
07-05-2015;Petróleo Diesel;UTM/m3;1,5;-0,2908;;1,2092
07-05-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
07-05-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
14-05-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,8408;;5,1592
14-05-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,8822;;5,1178
14-05-2015;Petróleo Diesel;UTM/m3;1,5;-0,4291;;1,0709
14-05-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,1991;;1,5991
14-05-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,3025;;2,2325
21-05-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,8643;;5,1357
21-05-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,7584;;5,2416
21-05-2015;Petróleo Diesel;UTM/m3;1,5;-0,2956;;1,2044
21-05-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,3588;;1,7588
21-05-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,5452;;2,4752
28-05-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,9389;;5,0611
28-05-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,9585;;5,0415
28-05-2015;Petróleo Diesel;UTM/m3;1,5;-0,1487;;1,3513
28-05-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,5155;;1,9155
28-05-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,7833;;2,7133
04-06-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-1,0461;;4,9539
04-06-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-1,3796;;4,6204
04-06-2015;Petróleo Diesel;UTM/m3;1,5;-0,0132;;1,4868
04-06-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,4201;;1,8201
04-06-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,6383;;2,5683
11-06-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-1,2535;;4,7465
11-06-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-1,7771;;4,2229
11-06-2015;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
11-06-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,2396;;1,6396
11-06-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,3641;;2,2941
18-06-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-1,4178;;4,5822
18-06-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-1,9224;;4,0776
18-06-2015;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
18-06-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,2282;;1,6282
18-06-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,3467;;2,2767
25-06-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-1,4032;;4,5968
25-06-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-1,991;;4,0090
25-06-2015;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
25-06-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,1893;;1,5893
25-06-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,2876;;2,2176
02-07-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-1,1666;;4,8334
02-07-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-1,8673;;4,1327
02-07-2015;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
02-07-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0422;;1,4422
02-07-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,0641;;1,9941
09-07-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-1,2148;;4,7852
09-07-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-1,9295;;4,0705
09-07-2015;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
09-07-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
09-07-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
16-07-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-1,4592;;4,5408
16-07-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-2,2456;;3,7544
16-07-2015;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
16-07-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
16-07-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
23-07-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-1,0232;;4,9768
23-07-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-1,8338;;4,1662
23-07-2015;Petróleo Diesel;UTM/m3;1,5;0,1945;;1,6945
23-07-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
23-07-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
30-07-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,5736;;5,4264
30-07-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-1,3973;;4,6027
30-07-2015;Petróleo Diesel;UTM/m3;1,5;0,1244;;1,6244
30-07-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0878;;1,4878
30-07-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,1334;;2,0634
06-08-2015;Gasolina Automotriz 93 (*);UTM/m3;6;-0,274;;5,7260
06-08-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,9895;;5,0105
06-08-2015;Petróleo Diesel;UTM/m3;1,5;0,0733;;1,5733
06-08-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
06-08-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
13-08-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
13-08-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,5852;;5,4148
13-08-2015;Petróleo Diesel;UTM/m3;1,5;0,1267;;1,6267
13-08-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
13-08-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
20-08-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
20-08-2015;Gasolina Automotriz 97 (*);UTM/m3;6;-0,2121;;5,7879
20-08-2015;Petróleo Diesel;UTM/m3;1,5;0,0684;;1,5684
20-08-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
20-08-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
27-08-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
27-08-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,0506;;6,0506
27-08-2015;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
27-08-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
27-08-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
03-09-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,4033;;6,4033
03-09-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,721;;6,7210
03-09-2015;Petróleo Diesel;UTM/m3;1,5;0,1221;;1,6221
03-09-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0328;;1,4328
03-09-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,0498;;1,9798
10-09-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,9521;;6,9521
10-09-2015;Gasolina Automotriz 97 (*);UTM/m3;6;1,2059;;7,2059
10-09-2015;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
10-09-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
10-09-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
17-09-2015;Gasolina Automotriz 93 (*);UTM/m3;6;1;;7,0000
17-09-2015;Gasolina Automotriz 97 (*);UTM/m3;6;1,0467;;7,0467
17-09-2015;Petróleo Diesel;UTM/m3;1,5;-0,1244;;1,3756
17-09-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1838;;1,2162
17-09-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,2793;;1,6507
24-09-2015;Gasolina Automotriz 93 (*);UTM/m3;6;1,2472;;7,2472
24-09-2015;Gasolina Automotriz 97 (*);UTM/m3;6;1,3148;;7,3148
24-09-2015;Petróleo Diesel;UTM/m3;1,5;0,1799;;1,6799
24-09-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,064;;1,3360
24-09-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,0972;;1,8328
01-10-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,7735;;6,7735
01-10-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,8833;;6,8833
01-10-2015;Petróleo Diesel;UTM/m3;1,5;0,0166;;1,5166
01-10-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,169;;1,2310
01-10-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,2568;;1,6732
08-10-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,4625;;6,4625
08-10-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,5452;;6,5452
08-10-2015;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
08-10-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
08-10-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
15-10-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,5273;;6,5273
15-10-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,556;;6,5560
15-10-2015;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
15-10-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
15-10-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
22-10-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,7747;;6,7747
22-10-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,805;;6,8050
22-10-2015;Petróleo Diesel;UTM/m3;1,5;-0,0387;;1,4613
22-10-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
22-10-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
29-10-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,9582;;6,9582
29-10-2015;Gasolina Automotriz 97 (*);UTM/m3;6;1,0759;;7,0759
29-10-2015;Petróleo Diesel;UTM/m3;1,5;0,0443;;1,5443
29-10-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0601;;1,4601
29-10-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,0913;;2,0213
05-11-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,7432;;6,7432
05-11-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,9641;;6,9641
05-11-2015;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
05-11-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
05-11-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
12-11-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,2807;;6,2807
12-11-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,1933;;6,1933
12-11-2015;Petróleo Diesel;UTM/m3;1,5;-0,0964;;1,4036
12-11-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0695;;1,3305
12-11-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,1056;;1,8244
19-11-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,1261;;6,1261
19-11-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0;;6,0000
19-11-2015;Petróleo Diesel;UTM/m3;1,5;-0,0553;;1,4447
19-11-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1343;;1,2657
19-11-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,2041;;1,7259
26-11-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,4669;;6,4669
26-11-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,5624;;6,5624
26-11-2015;Petróleo Diesel;UTM/m3;1,5;0,0778;;1,5778
26-11-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
26-11-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
03-12-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,326;;6,3260
03-12-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,4441;;6,4441
03-12-2015;Petróleo Diesel;UTM/m3;1,5;0,0376;;1,5376
03-12-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
03-12-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
10-12-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,1179;;6,1179
10-12-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,2824;;6,2824
10-12-2015;Petróleo Diesel;UTM/m3;1,5;0,1596;;1,6596
10-12-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
10-12-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
17-12-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,0787;;6,0787
17-12-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,2784;;6,2784
17-12-2015;Petróleo Diesel;UTM/m3;1,5;0,509;;2,0090
17-12-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
17-12-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
24-12-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,0283;;6,0283
24-12-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,2892;;6,2892
24-12-2015;Petróleo Diesel;UTM/m3;1,5;0,7229;;2,2229
24-12-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,224;;1,6240
24-12-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,3404;;2,2704
31-12-2015;Gasolina Automotriz 93 (*);UTM/m3;6;0,0903;;6,0903
31-12-2015;Gasolina Automotriz 97 (*);UTM/m3;6;0,3713;;6,3713
31-12-2015;Petróleo Diesel;UTM/m3;1,5;0,6007;;2,1007
31-12-2015;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,434;;1,8340
31-12-2015;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,6595;;2,5895
07-01-2016;Gasolina Automotriz 93 (*);UTM/m3;6;0;;6,0000
07-01-2016;Gasolina Automotriz 97 (*);UTM/m3;6;0,0487;;6,0487
07-01-2016;Petróleo Diesel;UTM/m3;1,5;0,2948;;1,7948
07-01-2016;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,1973;;1,5973
