Fecha;Producto;unidades;Impuesto Componente Base;Impuesto Componente Variable;Credito fiscal Componente Variable;Impuesto Específico Resultante
01-04-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,1232;;4,8768
01-04-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,208;;4,7920
01-04-2021;Petróleo Diesel;UTM/m3;1,5;-0,2814;;1,2186
01-04-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
01-04-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
08-04-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,0184;;4,9816
08-04-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,1187;;4,8813
08-04-2021;Petróleo Diesel;UTM/m3;1,5;-0,0269;;1,4731
08-04-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
08-04-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
15-04-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,8281;;5,1719
15-04-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-0,9137;;5,0863
15-04-2021;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
15-04-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
15-04-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
22-04-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,6306;;5,3694
22-04-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-0,6976;;5,3024
22-04-2021;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
22-04-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,1822;;1,5822
22-04-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,2769;;2,2069
29-04-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,5058;;5,4942
29-04-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-0,5694;;5,4306
29-04-2021;Petróleo Diesel;UTM/m3;1,5;0;;1,5000
29-04-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,4855;;1,8855
29-04-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,7377;;2,6677
06-05-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,4915;;5,5085
06-05-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-0,564;;5,4360
06-05-2021;Petróleo Diesel;UTM/m3;1,5;-0,0118;;1,4882
06-05-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,1867;;1,5867
06-05-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,2837;;2,2137
13-05-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,5578;;5,4422
13-05-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-0,6277;;5,3723
13-05-2021;Petróleo Diesel;UTM/m3;1,5;-0,1016;;1,3984
13-05-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
13-05-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
20-05-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,6428;;5,3572
20-05-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-0,7568;;5,2432
20-05-2021;Petróleo Diesel;UTM/m3;1,5;-0,2696;;1,2304
20-05-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
20-05-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
27-05-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,6195;;5,3805
27-05-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-0,8143;;5,1857
27-05-2021;Petróleo Diesel;UTM/m3;1,5;-0,3074;;1,1926
27-05-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,011;;1,3890
27-05-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,0167;;1,9133
03-06-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,5934;;5,4066
03-06-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-0,7716;;5,2284
03-06-2021;Petróleo Diesel;UTM/m3;1,5;-0,3072;;1,1928
03-06-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0823;;1,4823
03-06-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,1251;;2,0551
10-06-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,4354;;5,5646
10-06-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-0,5638;;5,4362
10-06-2021;Petróleo Diesel;UTM/m3;1,5;-0,1907;;1,3093
10-06-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
10-06-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
17-06-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,5166;;5,4834
17-06-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-0,6661;;5,3339
17-06-2021;Petróleo Diesel;UTM/m3;1,5;-0,2561;;1,2439
17-06-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0862;;1,3138
17-06-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,131;;1,7990
24-06-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,5088;;5,4912
24-06-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-0,6793;;5,3207
24-06-2021;Petróleo Diesel;UTM/m3;1,5;-0,3166;;1,1834
24-06-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,2696;;1,1304
24-06-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,4097;;1,5203
01-07-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,7465;;5,2535
01-07-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-0,9589;;5,0411
01-07-2021;Petróleo Diesel;UTM/m3;1,5;-0,4878;;1,0122
01-07-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,2677;;1,1323
01-07-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,4068;;1,5232
08-07-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,7931;;5,2069
08-07-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,0485;;4,9515
08-07-2021;Petróleo Diesel;UTM/m3;1,5;-0,3646;;1,1354
08-07-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,4418;;0,9582
08-07-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,6713;;1,2587
15-07-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,933;;5,0670
15-07-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,217;;4,7830
15-07-2021;Petróleo Diesel;UTM/m3;1,5;-0,373;;1,1270
15-07-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,636;;0,7640
15-07-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,9664;;0,9636
22-07-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,9409;;5,0591
22-07-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,2174;;4,7826
22-07-2021;Petróleo Diesel;UTM/m3;1,5;-0,2845;;1,2155
22-07-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,6955;;0,7045
22-07-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,0568;;0,8732
29-07-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-0,7653;;5,2347
29-07-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,041;;4,9590
29-07-2021;Petróleo Diesel;UTM/m3;1,5;-0,1104;;1,3896
29-07-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,5554;;0,8446
29-07-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,8439;;1,0861
05-08-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,4603;;4,5397
05-08-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,5589;;4,4411
05-08-2021;Petróleo Diesel;UTM/m3;1,5;-0,1504;;1,3496
05-08-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,4086;;0,9914
05-08-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,6209;;1,3091
12-08-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,7746;;4,2254
12-08-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,9268;;4,0732
12-08-2021;Petróleo Diesel;UTM/m3;1,5;-0,3933;;1,1067
12-08-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,5527;;0,8473
12-08-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,8398;;1,0902
19-08-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,8038;;4,1962
19-08-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,9451;;4,0549
19-08-2021;Petróleo Diesel;UTM/m3;1,5;-0,2724;;1,2276
19-08-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,5066;;0,8934
19-08-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,7698;;1,1602
26-08-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,5837;;4,4163
26-08-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,6631;;4,3369
26-08-2021;Petróleo Diesel;UTM/m3;1,5;-0,2059;;1,2941
26-08-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,6629;;0,7371
26-08-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,0073;;0,9227
02-09-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,3329;;4,6671
02-09-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,3772;;4,6228
02-09-2021;Petróleo Diesel;UTM/m3;1,5;-0,0954;;1,4046
02-09-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,5117;;0,8883
02-09-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,7775;;1,1525
09-09-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,5061;;4,4939
09-09-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,5545;;4,4455
09-09-2021;Petróleo Diesel;UTM/m3;1,5;-0,2319;;1,2681
09-09-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,5101;;0,8899
09-09-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,7751;;1,1549
16-09-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,6889;;4,3111
16-09-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,8283;;4,1717
16-09-2021;Petróleo Diesel;UTM/m3;1,5;-0,4008;;1,0992
16-09-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,7063;;0,6937
16-09-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,0732;;0,8568
23-09-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,6184;;4,3816
23-09-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,7977;;4,2023
23-09-2021;Petróleo Diesel;UTM/m3;1,5;-0,3502;;1,1498
23-09-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,9465;;0,4535
23-09-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,4382;;0,4918
30-09-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,426;;4,5740
30-09-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,5981;;4,4019
30-09-2021;Petróleo Diesel;UTM/m3;1,5;-0,4758;;1,0242
30-09-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,2603;;0,1397
30-09-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,915;;0,0150
07-10-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,5449;;4,4551
07-10-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,6804;;4,3196
07-10-2021;Petróleo Diesel;UTM/m3;1,5;-0,9567;;0,5433
07-10-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,5858;;-0,1858
07-10-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-2,4096;;-0,4796
14-10-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-2,1261;;3,8739
14-10-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-2,237;;3,7630
14-10-2021;Petróleo Diesel;UTM/m3;1,5;-1,5958;;-0,0958
14-10-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-2,0002;;-0,6002
14-10-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-3,0393;;-1,1093
21-10-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-2,6626;;3,3374
21-10-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-2,7707;;3,2293
21-10-2021;Petróleo Diesel;UTM/m3;1,5;-2,0729;;-0,5729
21-10-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,9679;;-0,5679
21-10-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-2,9902;;-1,0602
28-10-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-2,7683;;3,2317
28-10-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-2,8752;;3,1248
28-10-2021;Petróleo Diesel;UTM/m3;1,5;-2,0856;;-0,5856
28-10-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,6518;;-0,2518
28-10-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-2,5099;;-0,5799
04-11-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-2,6993;;3,3007
04-11-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-2,8123;;3,1877
04-11-2021;Petróleo Diesel;UTM/m3;1,5;-1,8169;;-0,3169
04-11-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,3539;;0,0461
04-11-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-2,0573;;-0,1273
11-11-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-2,6709;;3,3291
11-11-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-2,8037;;3,1963
11-11-2021;Petróleo Diesel;UTM/m3;1,5;-1,7455;;-0,2455
11-11-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,054;;0,3460
11-11-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,6016;;0,3284
18-11-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-2,0264;;3,9736
18-11-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-2,1861;;3,8139
18-11-2021;Petróleo Diesel;UTM/m3;1,5;-1,2912;;0,2088
18-11-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,9956;;0,4044
18-11-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,5128;;0,4172
25-11-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,9863;;4,0137
25-11-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-2,1927;;3,8073
25-11-2021;Petróleo Diesel;UTM/m3;1,5;-1,2638;;0,2362
25-11-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,6393;;0,7607
25-11-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,9714;;0,9586
02-12-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,8278;;4,1722
02-12-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-2,0149;;3,9851
02-12-2021;Petróleo Diesel;UTM/m3;1,5;-0,8603;;0,6397
02-12-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,3492;;1,0508
02-12-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,5306;;1,3994
09-12-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,1843;;4,8157
09-12-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,4517;;4,5483
09-12-2021;Petróleo Diesel;UTM/m3;1,5;-0,2294;;1,2706
09-12-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1071;;1,2929
09-12-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,1627;;1,7673
16-12-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,0381;;4,9619
16-12-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,214;;4,7860
16-12-2021;Petróleo Diesel;UTM/m3;1,5;-0,099;;1,4010
16-12-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0174;;1,4174
16-12-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,0264;;1,9564
23-12-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,3704;;4,6296
23-12-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,5005;;4,4995
23-12-2021;Petróleo Diesel;UTM/m3;1,5;-0,4724;;1,0276
23-12-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,0235;;1,3765
23-12-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,0357;;1,8943
30-12-2021;Gasolina Automotriz 93 (*);UTM/m3;6;-1,4534;;4,5466
30-12-2021;Gasolina Automotriz 97 (*);UTM/m3;6;-1,5777;;4,4223
30-12-2021;Petróleo Diesel;UTM/m3;1,5;-0,5661;;0,9339
30-12-2021;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
30-12-2021;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
06-01-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-1,5666;;4,4334
06-01-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-1,6858;;4,3142
06-01-2022;Petróleo Diesel;UTM/m3;1,5;-0,6091;;0,8909
06-01-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
06-01-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
13-01-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-1,7089;;4,2911
13-01-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-1,8467;;4,1533
13-01-2022;Petróleo Diesel;UTM/m3;1,5;-0,7209;;0,7791
13-01-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
13-01-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
20-01-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-1,6684;;4,3316
20-01-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-1,8341;;4,1659
20-01-2022;Petróleo Diesel;UTM/m3;1,5;-0,786;;0,7140
20-01-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
20-01-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
27-01-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-1,7253;;4,2747
27-01-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-1,8758;;4,1242
27-01-2022;Petróleo Diesel;UTM/m3;1,5;-0,9806;;0,5194
27-01-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
27-01-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
03-02-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-1,8262;;4,1738
03-02-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-1,944;;4,0560
03-02-2022;Petróleo Diesel;UTM/m3;1,5;-1,0179;;0,4821
03-02-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
03-02-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
10-02-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-2,1385;;3,8615
10-02-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-2,2659;;3,7341
10-02-2022;Petróleo Diesel;UTM/m3;1,5;-1,2478;;0,2522
10-02-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,3981;;1,0019
10-02-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,6049;;1,3251
17-02-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-2,7498;;3,2502
17-02-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-2,8868;;3,1132
17-02-2022;Petróleo Diesel;UTM/m3;1,5;-1,7773;;-0,2773
17-02-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,2267;;1,1733
17-02-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,3445;;1,5855
24-02-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-2,6;;3,4000
24-02-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-2,7338;;3,2662
24-02-2022;Petróleo Diesel;UTM/m3;1,5;-1,5653;;-0,0653
24-02-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
24-02-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
03-03-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-2,5783;;3,4217
03-03-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-2,7388;;3,2612
03-03-2022;Petróleo Diesel;UTM/m3;1,5;-1,4383;;0,0617
03-03-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,2824;;1,1176
03-03-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,4291;;1,5009
10-03-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-3,6453;;2,3547
10-03-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-3,8868;;2,1132
10-03-2022;Petróleo Diesel;UTM/m3;1,5;-3,0443;;-1,5443
10-03-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,8777;;0,5223
10-03-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,3337;;0,5963
17-03-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-4,8129;;1,1871
17-03-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-5,0795;;0,9205
17-03-2022;Petróleo Diesel;UTM/m3;1,5;-5,0887;;-3,5887
17-03-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-1,0356;;0,3644
17-03-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-1,5736;;0,3564
24-03-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-4,3706;;1,6294
24-03-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-4,6286;;1,3714
24-03-2022;Petróleo Diesel;UTM/m3;1,5;-4,6563;;-3,1563
24-03-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,4484;;0,9516
24-03-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,6813;;1,2487
31-03-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-3,996;;2,0040
31-03-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-4,2483;;1,7517
31-03-2022;Petróleo Diesel;UTM/m3;1,5;-4,5999;;-3,0999
31-03-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
31-03-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
07-04-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-3,766;;2,2340
07-04-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-4,0158;;1,9842
07-04-2022;Petróleo Diesel;UTM/m3;1,5;-4,8531;;-3,3531
07-04-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1807;;1,2193
07-04-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,2746;;1,6554
14-04-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-3,5524;;2,4476
14-04-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-3,8636;;2,1364
14-04-2022;Petróleo Diesel;UTM/m3;1,5;-4,4971;;-2,9971
14-04-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1448;;1,2552
14-04-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,22;;1,7100
21-04-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-4,075;;1,9250
21-04-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-4,5938;;1,4062
21-04-2022;Petróleo Diesel;UTM/m3;1,5;-5,3315;;-3,8315
21-04-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0,0078;;1,4078
21-04-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0,0119;;1,9419
28-04-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-4,2951;;1,7049
28-04-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-4,9319;;1,0681
28-04-2022;Petróleo Diesel;UTM/m3;1,5;-6,0181;;-4,5181
28-04-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;-0,1303;;1,2697
28-04-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;-0,198;;1,7320
05-05-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-4,8923;;1,1077
05-05-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-5,4669;;0,5331
05-05-2022;Petróleo Diesel;UTM/m3;1,5;-7,4207;;-5,9207
05-05-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
05-05-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
12-05-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-5,9694;;0,0306
12-05-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-6,5881;;-0,5881
12-05-2022;Petróleo Diesel;UTM/m3;1,5;-8,4519;;-6,9519
12-05-2022;Gas Licuado de Petróleo de Consumo Vehicular;UTM/m3;1,4;0;;1,4000
12-05-2022;Gas Natural Comprimido de Consumo Vehicular;UTM/1000m3;1,93;0;;1,9300
19-05-2022;Gasolina Automotriz 93 (*);UTM/m3;6;-7,2693;;-1,2693
19-05-2022;Gasolina Automotriz 97 (*);UTM/m3;6;-7,9583;;-1,9583
19-05-2022;Petróleo Diesel;UTM/m3;1,5;-7,8921;;-6,3921
